"latitude","longitude"
37.727592,-118.998726
34.607441,-117.337311
34.619812,-117.099236
34.429668,-118.646317
36.384563,-120.940071
34.622124,-117.099998
34.353897,-116.855095
34.353031,-116.854988
34.094112,-117.533447
32.660263,-116.441322
32.655659,-116.434151
32.652599,-116.445312
32.658615,-116.447334
32.650963,-116.451286
32.654186,-116.439537
33.590824,-116.238548
33.595249,-116.245682
35.889904,-119.255524
35.89185,-119.248985
39.793652,-121.884331
39.708279,-122.149803
39.705929,-122.157112
39.671135,-121.818527
39.155071,-121.711105
32.659901,-116.435722
32.657871,-116.435135
32.651649,-116.443268
32.653992,-116.439453
32.654259,-116.434837
32.653481,-116.448143
32.657013,-116.448318
32.659378,-116.444572
34.094627,-117.529358
32.651371,-116.447594
32.653736,-116.44384
32.651939,-116.438828
32.65757,-116.439766
32.652241,-116.434181
32.657288,-116.444115
32.659634,-116.4403
35.887051,-119.252975
36.260208,-119.232903
35.892029,-119.253494
37.605774,-120.535042
37.426666,-121.038849
36.542175,-119.227249
36.547188,-119.227783
39.667126,-121.82048
39.000553,-121.455887
39.790771,-121.885422
39.706886,-122.156677
39.707355,-122.151146
38.469551,-121.183212
38.464966,-121.18264
38.474136,-121.183746
38.473671,-121.189629
38.469086,-121.189087
41.699345,-122.147537
41.703857,-122.148071
41.694839,-122.146988
41.703354,-122.154556
41.698555,-122.146446
38.301502,-122.747665
38.237717,-120.100105
40.735886,-122.321793
37.944923,-122.395859
38.161228,-122.565651
33.792915,-117.474991
34.241535,-118.379196
34.336758,-118.520622
34.333939,-118.518013
34.291237,-118.802689
36.663639,-120.133316
34.034954,-118.107124
34.429729,-118.644836
35.890057,-119.253616
34.040596,-117.821594
34.355446,-116.853554
34.034676,-118.10569
34.607819,-117.334579
34.333248,-118.521568
34.09404,-117.530411
34.620594,-117.098595
34.15313,-118.194923
34.140598,-117.427277
32.718174,-114.72998
34.091892,-117.531136
34.165962,-117.313622
34.09597,-117.531776
34.164433,-117.314178
37.217033,-120.946503
37.220615,-120.947174
38.573963,-120.278976
38.570213,-120.278404
39.669331,-121.818375
38.236351,-120.079971
38.232624,-120.079018
38.098175,-122.24308
39.794739,-121.882721
38.232399,-120.079041
34.400246,-118.997185
34.041515,-117.821709
35.731888,-119.151077
34.036911,-118.106743
34.621307,-117.098648
34.094471,-117.528755
34.154869,-118.195129
34.143364,-117.428642
34.243938,-118.380226
37.943619,-122.395882
36.662365,-120.132507
37.883434,-121.184807
38.018036,-122.236778
37.183601,-121.681816
37.182873,-121.682144
34.430443,-118.646217
37.45615,-121.933617
34.291546,-118.800529
38.013607,-122.114632
34.428978,-118.64431
38.002605,-121.932251
37.882385,-121.184166
34.354557,-116.851791
34.33498,-118.518738
34.320423,-118.513138
34.62196,-117.102814
33.817688,-118.244766
33.794708,-117.475471
33.778755,-118.235954
33.820995,-118.244057
33.905529,-118.403923
33.775623,-118.215111
33.614761,-117.824394
32.599903,-117.010277
33.777504,-118.227623
33.853889,-118.332809
33.715622,-117.709953
35.926151,-121.144485
34.60675,-117.337364
34.608505,-117.33548
37.318844,-122.089607
37.565285,-120.597969
36.1217,-119.222153
38.014275,-122.112785
38.022179,-122.063324
38.017155,-122.237358
38.014717,-122.11116
38.002007,-121.933182
38.003773,-121.935272
37.454552,-121.933372
37.948513,-122.399994
34.620438,-117.103058
34.290009,-118.801949
34.040558,-117.823784
34.320869,-118.513916
34.429672,-118.643517
34.093414,-117.53186
34.429043,-118.64592
34.077938,-117.499924
33.854191,-118.334656
33.612064,-117.821869
34.080509,-117.503159
34.333878,-118.520271
34.141949,-117.428329
34.095169,-117.52948
34.154026,-118.194992
33.852909,-118.334885
34.091351,-117.53019
32.858482,-117.148918
33.794472,-117.475075
33.714405,-117.709076
37.7276,-119.001251
37.726677,-119.006226
37.724094,-119.000214
37.04771,-120.439201
39.679562,-122.193367
32.596748,-117.010658
33.818718,-118.246613
33.851082,-118.331413
34.094021,-117.532761
33.71603,-117.711792
33.818455,-118.242828
34.606865,-117.335899
34.152477,-118.195892
34.336605,-118.519394
34.333324,-118.518509
34.333572,-118.522034
34.606937,-117.337524
34.609318,-117.335503
34.081989,-117.498993
34.622459,-117.10141
33.853027,-118.333672
34.331989,-118.5196
34.077663,-117.499825
34.181221,-119.078323
34.178661,-119.078979
38.06461,-121.252731
36.973618,-121.759285
37.532867,-121.06871
37.531982,-121.072258
38.069386,-121.255531
38.064552,-121.253616
38.069443,-121.254654
39.868313,-120.737228
39.866821,-120.743332
39.86499,-120.740616
39.869534,-120.742256
34.630177,-120.092003
34.626728,-120.095078
37.049957,-122.041313
38.992603,-122.814644
33.777561,-118.241081
34.093742,-117.530289
34.610397,-117.337006
34.092525,-117.530716
38.159554,-122.563179
38.024342,-122.062843
38.782047,-120.625473
38.070305,-122.137337
38.004944,-121.933449
34.430336,-118.64653
37.453388,-121.930885
37.317722,-122.089821
37.949741,-122.399788
34.151192,-118.191574
34.035774,-118.104515
34.335175,-118.51606
34.034054,-118.106209
33.712921,-117.711411
34.605541,-117.337257
33.85342,-118.3312
36.066284,-120.143166
34.094658,-117.531357
34.093719,-117.527588
34.623943,-117.100845
34.355274,-116.850975
33.590645,-116.241333
33.594952,-116.247322
33.595974,-116.243301
36.389843,-119.203918
36.000069,-118.999329
35.9986,-119.004623
36.002041,-119.000908
36.000538,-119.006195
36.391773,-119.205582
39.306545,-121.642448
39.30925,-121.640884
39.303356,-121.637978
38.883968,-121.91478
39.308353,-121.63649
39.078735,-121.656731
38.882172,-121.911705
38.686596,-121.559868
38.170212,-119.998497
38.729961,-120.134705
39.075142,-121.658234
35.998909,-119.003517
36.3904,-119.202377
36.390156,-119.206734
35.999161,-118.999107
38.171432,-119.999443
38.725361,-120.137962
38.725128,-120.141823
38.731068,-120.131775
38.723549,-120.140976
38.729435,-120.130859
38.729221,-120.134842
38.035229,-122.532158
38.729019,-120.138573
38.034763,-122.538223
38.894997,-121.309067
38.036518,-122.537323
39.304363,-121.643181
39.077629,-121.65847
39.267681,-122.034309
39.30648,-121.639725
38.726284,-120.140488
38.727081,-120.145012
38.728043,-120.130554
38.728848,-120.135132
38.733952,-120.124313
36.664227,-120.13472
37.883705,-121.18721
37.754692,-121.661011
38.514557,-121.191315
37.211723,-121.900024
37.31731,-122.091095
38.069881,-122.138313
34.430065,-118.643814
38.014408,-122.109848
38.003601,-121.936188
38.015102,-122.114189
37.455292,-121.93161
35.99865,-119.002403
36.055172,-119.002014
38.174648,-119.994453
34.606831,-117.335121
34.620564,-117.100845
34.355579,-116.854034
34.037086,-118.107193
34.292175,-118.799652
34.292439,-118.800598
33.715656,-117.709366
34.334282,-118.516457
34.243393,-118.38073
34.092674,-117.528366
33.79427,-117.475525
33.612354,-117.820999
34.09354,-117.532539
34.151764,-118.190674
34.335445,-118.522331
33.776768,-118.227707
33.821068,-118.245613
36.543064,-119.994568
34.110073,-118.429138
34.109619,-118.433647
34.109371,-118.42749
34.108932,-118.432106
36.6073,-120.219376
38.020065,-122.238594
37.184536,-121.681297
38.014748,-122.114136
37.882366,-121.187157
38.005215,-121.936554
38.514709,-121.194443
37.316185,-122.088524
34.320953,-118.509537
34.292709,-118.802956
34.4305,-118.645058
34.092793,-117.530411
34.332798,-118.519699
33.77626,-118.229469
33.854156,-118.332573
33.717258,-117.711845
34.034569,-118.104233
34.621964,-117.10112
34.14299,-117.426865
34.154476,-118.194565
34.093506,-117.53463
34.608696,-117.337608
33.917107,-117.645378
34.35368,-116.850723
34.242611,-118.380577
33.79311,-117.476372
34.336086,-118.518929
35.970158,-121.260239
35.966869,-121.259476
35.966217,-121.26371
40.124081,-122.068512
40.118305,-122.068146
40.121597,-122.068977
38.072399,-122.140259
37.317993,-122.090736
37.455379,-121.931129
37.453583,-121.93248
38.004021,-121.936852
37.882664,-121.187088
34.623169,-117.102486
34.241798,-118.379883
34.334572,-118.519753
34.335102,-118.518852
33.645832,-117.371132
34.318401,-118.51194
34.14156,-117.427711
34.622543,-117.097664
33.795544,-117.475182
34.094719,-117.534019
34.607422,-117.335136
34.094086,-117.529152
34.152912,-118.194473
34.291714,-118.802101
34.039852,-117.821594
35.092213,-120.529572
37.760803,-121.150085
37.022652,-122.041298
36.004608,-121.316673
36.000858,-121.315742
39.790096,-121.884888
38.024799,-122.063416
38.070866,-122.142387
34.428951,-118.646408
33.792015,-117.474129
34.335072,-118.52224
34.332802,-118.522087
34.620754,-117.099754
34.621994,-117.09906
38.005104,-121.934433
38.070362,-122.138412
38.068848,-122.137428
38.004776,-121.93277
38.021767,-122.062721
39.15543,-121.519638
37.319443,-122.090782
34.096752,-117.532272
37.605755,-120.781868
34.922855,-120.47612
34.929272,-120.491478
36.164837,-119.101891
34.924637,-120.489876
36.726303,-119.747818
40.392582,-120.337128
39.180328,-121.603378
37.363644,-120.902664
37.417717,-120.264168
37.414833,-120.266815
37.410645,-120.264397
37.410801,-120.272995
37.421913,-120.266678
34.094639,-117.536324
34.094383,-117.53096
34.093479,-117.53611
34.093189,-117.530754
39.077003,-122.16124
38.180916,-121.441132
34.609093,-117.337524
37.42733,-120.280876
37.413227,-120.261749
38.002998,-121.935844
35.943672,-121.173592
37.319202,-122.092743
38.015976,-122.111404
38.017841,-122.239662
37.414547,-120.267326
38.016354,-122.113922
36.184704,-119.138214
36.186104,-119.13678
39.555775,-121.522575
39.181824,-121.605934
39.554375,-121.527565
38.934429,-121.596176
34.084442,-117.245781
34.091202,-117.239677
34.084682,-117.239403
35.557365,-115.468422
37.992081,-121.698463
38.294655,-121.291962
37.99358,-121.699654
38.28923,-121.291534
37.991848,-121.702576
38.913143,-122.475906
38.912918,-122.479591
39.183315,-121.606316
36.283077,-119.186653
37.882347,-121.18734
38.515682,-121.193855
37.756245,-121.662033
37.213482,-121.902527
37.134933,-120.528206
38.030708,-122.097366
38.015602,-122.111061
37.317074,-122.088852
34.608536,-117.335861
34.620174,-117.10321
35.558331,-115.471619
38.264626,-120.899498
37.948811,-122.397713
37.944675,-122.393547
37.949574,-122.400719
37.945454,-122.396538
38.003639,-121.93441
38.513165,-121.191666
37.05233,-121.174438
37.884312,-121.186241
37.315216,-122.089676
37.182693,-121.680901
37.754776,-121.661896
38.024189,-122.063568
38.160969,-122.564629
35.122688,-118.366028
34.431271,-118.642067
34.355637,-116.853745
34.353107,-116.852104
34.621143,-117.10202
33.793091,-117.476463
34.609459,-117.336159
34.606007,-117.337036
34.336109,-118.5187
35.357285,-118.981117
35.880829,-119.212494
37.688553,-120.205452
35.092804,-120.516861
37.696217,-120.204216
37.69334,-120.198669
37.377029,-121.708344
37.689854,-120.197998
37.696823,-120.199348
36.306004,-121.219521
37.69273,-120.20356
37.689194,-120.200508
37.689819,-120.195648
37.654213,-120.752037
37.364944,-121.696571
37.364323,-121.700981
37.368275,-121.697304
35.39093,-120.528374
37.69331,-120.196289
37.692684,-120.201149
37.692047,-120.20607
37.374321,-121.703209
37.689243,-120.202904
37.373695,-121.707619
37.600746,-120.661423
37.541309,-120.57666
39.647209,-122.04306
38.871643,-121.748016
39.643848,-122.042282
39.644485,-122.037643
38.868282,-121.747261
39.647846,-122.038406
39.640491,-122.041519
39.634212,-122.011368
39.18396,-121.606522
39.260086,-122.065887
39.263439,-122.066658
39.266788,-122.067421
39.078922,-121.609062
38.514809,-121.191856
37.883228,-121.185249
36.975094,-119.344635
34.04121,-117.82299
33.793522,-117.474503
34.333405,-118.522072
34.335693,-118.51899
34.242413,-118.381454
34.336884,-118.521393
34.352737,-116.851875
34.622711,-117.102066
34.290867,-118.80423
34.43174,-118.643524
34.115078,-117.926712
33.820858,-118.245178
34.607903,-117.33802
34.094807,-117.534103
34.320538,-118.512512
34.035202,-118.105789
34.142475,-117.43013
33.715294,-117.711288
34.094189,-117.529739
34.155544,-118.194481
34.152122,-118.195305
34.095222,-117.533989
35.980534,-121.310242
35.977905,-121.304474
35.978199,-121.317917
35.982594,-121.31398
35.981701,-121.318832
35.979996,-121.308174
35.979103,-121.312996
38.963894,-121.834526
40.290695,-122.613579
39.633938,-122.014336
38.072399,-122.140419
38.023136,-122.063171
37.67701,-120.723236
37.456215,-121.931923
34.095245,-117.531326
34.622005,-117.098923
34.155254,-118.192062
34.608616,-117.336815
33.794552,-117.473145
33.853493,-118.331345
34.336422,-118.516907
32.85638,-117.148781
32.856403,-117.14669
39.636543,-122.012611
38.025055,-122.063843
37.685848,-120.72332
37.68047,-120.725876
37.686272,-120.723236
38.851379,-121.01001
38.855423,-121.011292
37.212013,-121.731522
38.862389,-121.76503
41.063972,-123.691322
37.973763,-121.745567
37.949997,-122.396347
37.972713,-121.747002
37.56813,-119.131516
34.621189,-117.102173
34.608006,-117.337593
34.094944,-117.528824
34.095467,-117.537491
34.095982,-117.531998
34.095203,-117.533157
34.608395,-117.337776
35.757469,-120.793236
35.757244,-120.785873
37.563675,-119.123024
35.757362,-120.789696
35.757523,-120.788742
37.948635,-122.39785
37.943203,-122.394234
38.070358,-122.142097
38.00396,-121.934982
34.621159,-117.09967
34.093643,-117.530891
34.609741,-117.335312
34.334919,-118.520981
34.153191,-118.192848
37.773209,-120.953979
37.606792,-120.890739
37.887569,-120.877724
37.886482,-120.881805
37.608604,-120.89138
37.610889,-120.897064
37.554577,-120.892258
39.194794,-121.918251
38.951378,-121.836983
37.884949,-120.879349
36.456959,-121.317574
36.457001,-121.319504
36.457245,-121.31488
36.843487,-120.436317
38.461723,-121.334991
38.863358,-120.907997
38.455616,-121.339966
34.094254,-117.537735
38.159893,-122.56369
37.565678,-119.123474
37.942047,-122.39325
37.882263,-121.183372
37.183277,-121.679901
38.019165,-122.238937
38.069977,-122.138412
36.03043,-118.798576
36.032139,-118.800186
36.031036,-118.79512
36.029922,-118.790009
36.036964,-118.787643
36.040066,-118.781471
36.041321,-118.787041
36.03569,-118.78199
36.038116,-118.792793
36.033703,-118.793137
36.029301,-118.793549
34.607067,-117.334099
34.623138,-117.103745
34.352867,-116.855095
34.336033,-118.5196
32.801155,-114.545059
33.083603,-115.633369
33.08231,-115.638206
35.533684,-115.454155
35.558132,-115.472069
33.07922,-115.626404
33.077934,-115.631233
38.575611,-120.278496
37.576103,-120.682152
37.568253,-119.12429
37.56554,-119.121437
38.764786,-121.310112
38.57869,-120.27742
38.577618,-120.278442
37.756931,-121.66188
37.949924,-122.400871
37.884052,-121.183563
38.004082,-121.934326
38.16082,-122.564262
37.566814,-119.122078
37.563473,-119.122887
34.621189,-117.098717
33.79351,-117.473145
34.242878,-118.379829
34.319324,-118.512337
34.094692,-117.528229
34.091026,-117.529198
34.609627,-117.337898
34.33514,-118.518303
34.622589,-117.102692
34.35257,-116.853622
34.353806,-116.854126
33.431961,-117.405464
37.454948,-121.931305
34.43095,-118.644783
37.183304,-121.680969
37.316502,-122.090111
36.747543,-121.603394
37.042805,-120.421005
33.433002,-117.410744
33.430286,-117.416924
33.437466,-117.415634
33.437889,-117.411552
34.333511,-118.518074
37.567379,-119.121918
40.130318,-122.194855
40.133835,-122.193069
39.095695,-122.590736
39.096176,-122.595886
39.074238,-122.603508
39.081509,-122.591934
39.099785,-122.589462
39.100258,-122.594574
39.105339,-122.603889
39.09325,-122.583206
39.082005,-122.596939
39.109409,-122.602386
39.072834,-122.589249
39.072361,-122.584435
39.0825,-122.601936
39.086105,-122.595901
39.098305,-122.591721
39.093735,-122.588043
39.09882,-122.596886
39.097809,-122.586761
39.086613,-122.60099
39.090179,-122.594574
39.089184,-122.584534
39.089676,-122.589516
39.091213,-122.604942
39.080555,-122.582306
39.081024,-122.587006
39.10397,-122.606308
39.094234,-122.593056
39.085606,-122.590828
39.094757,-122.598328
39.08511,-122.585846
39.087093,-122.605873
39.084625,-122.580971
39.077892,-122.597893
39.077412,-122.593002
39.076931,-122.588142
39.078377,-122.602798
39.105831,-122.609161
39.076462,-122.583397
39.078812,-122.607224
39.104496,-122.611565
40.333614,-121.818092
40.310295,-121.831421
40.310753,-121.836174
40.312485,-121.811722
40.320053,-121.80526
40.3241,-121.804733
40.323639,-121.799988
40.328632,-121.809128
40.332207,-121.803802
40.33268,-121.808609
40.335773,-121.798393
40.33625,-121.8032
40.340267,-121.802391
40.340744,-121.80719
40.333149,-121.813377
40.329552,-121.818527
40.330952,-121.832832
40.330482,-121.828018
40.330017,-121.823257
40.312943,-121.816437
40.3134,-121.821152
40.32909,-121.813843
40.31604,-121.806137
40.309834,-121.826683
40.327377,-121.838242
40.326897,-121.833351
40.326427,-121.828484
40.325954,-121.823692
40.325493,-121.818939
40.325027,-121.814194
40.323315,-121.838707
40.322845,-121.833855
40.322372,-121.829002
40.321903,-121.824196
40.321438,-121.819412
40.320972,-121.814651
40.320507,-121.809921
40.319271,-121.839317
40.318802,-121.834511
40.318336,-121.829727
40.317875,-121.824974
40.31741,-121.820236
40.334076,-121.822845
40.334545,-121.827614
40.335007,-121.832298
40.341213,-121.812012
40.316956,-121.815506
40.316498,-121.810822
40.315247,-121.840179
39.052578,-122.597031
39.052998,-122.601349
39.056744,-122.596634
39.057163,-122.600937
39.05759,-122.605324
39.061333,-122.600571
39.061771,-122.60508
39.065491,-122.60009
40.314781,-121.835396
40.31432,-121.830627
40.313858,-121.825874
34.1427,-117.428162
34.607094,-117.337639
36.230843,-119.093773
34.621277,-117.101845
37.562038,-119.130722
37.552792,-119.114563
37.55061,-119.125084
37.558628,-119.131874
37.571064,-119.118279
37.565468,-119.129768
37.563587,-119.115463
37.570457,-119.113647
37.56826,-119.123947
37.567627,-119.119156
37.56702,-119.114548
37.564198,-119.120071
37.564819,-119.12484
37.561394,-119.125824
37.56078,-119.121147
37.560184,-119.116631
37.559582,-119.112076
37.557999,-119.127075
37.54723,-119.12648
37.546608,-119.121719
37.557388,-119.122421
37.556789,-119.117897
37.556194,-119.113365
37.544415,-119.132172
37.545033,-119.136917
37.54784,-119.131149
37.548447,-119.13575
37.549046,-119.140305
37.554604,-119.128349
37.553997,-119.123718
37.553055,-119.143715
37.551224,-119.12973
37.562702,-119.135849
37.55928,-119.136887
37.551834,-119.134369
37.552441,-119.13903
37.549999,-119.120415
37.556477,-119.142654
37.555225,-119.133072
37.555855,-119.137871
37.553394,-119.119156
38.019951,-122.238792
37.453602,-121.93042
38.004753,-121.935539
37.881832,-121.186378
34.354053,-116.851532
40.324451,-121.840927
40.319435,-121.826256
40.316662,-121.818146
40.315193,-121.836967
40.312477,-121.829048
39.060234,-122.59919
40.335938,-121.805069
40.329475,-121.809349
39.054703,-122.606155
39.059528,-122.607101
39.056004,-122.596474
40.33353,-121.810608
40.332462,-121.830399
40.329914,-121.823051
40.332088,-121.817001
40.330887,-121.836639
40.328415,-121.829399
40.325912,-121.822067
40.322006,-121.833801
39.086067,-122.605721
39.111328,-122.610718
39.085308,-122.580025
39.080681,-122.589699
39.098721,-122.596558
39.07988,-122.610748
39.077599,-122.580528
39.103321,-122.610268
39.096127,-122.588821
39.093021,-122.579544
39.100929,-122.603127
39.076252,-122.599953
39.109032,-122.613289
39.106464,-122.605751
39.104012,-122.598564
39.083336,-122.597603
39.101513,-122.59124
39.073311,-122.591202
39.108768,-122.603073
39.088192,-122.588615
39.106197,-122.595406
40.48452,-122.514427
40.481201,-122.513489
40.482738,-122.504295
40.486053,-122.505264
40.485287,-122.509842
40.483749,-122.519035
40.487068,-122.519974
40.488602,-122.51078
40.490135,-122.501625
40.494469,-122.517242
40.495239,-122.51265
40.490387,-122.520905
40.491154,-122.516312
40.489372,-122.506187
40.487835,-122.515358
40.49192,-122.511711
37.556782,-119.138428
39.076603,-122.572296
39.077408,-122.567581
39.103245,-122.560188
39.10247,-122.564728
39.101696,-122.56926
39.100933,-122.573715
39.100166,-122.578194
39.105824,-122.565651
39.105049,-122.57019
39.103523,-122.579094
39.102749,-122.583633
39.106602,-122.561104
39.101959,-122.588264
39.11021,-122.581078
39.081882,-122.603027
39.0811,-122.607605
39.108402,-122.571106
39.093441,-122.576477
39.085907,-122.579475
39.107635,-122.5756
39.087505,-122.570122
39.089058,-122.561066
39.08984,-122.556503
39.110977,-122.576569
39.10944,-122.585556
39.076969,-122.611145
39.07774,-122.606689
39.085705,-122.560135
39.086487,-122.555588
39.08334,-122.573975
39.084137,-122.569313
39.078209,-122.562912
39.089283,-122.580284
39.095772,-122.562866
39.117523,-122.600471
